PlotID,Accession
1001,B1K-15-06
1002,B1K-06-20
1003,B1K-50-07
1004,B1K-21-11
1005,B1K-34-19
1006,B1K-26-03
1007,B1K-47-04
1008,B1K-05-12
1009,B1K-33-03
1010,B1K-39-02
1011,B1K-22-06
1012,B1K-22-08
1013,B1K-11-09
1014,B1K-30-07
1015,B1K-43-14
1016,B1K-39-07
1017,B1K-42-01
1018,B1K-04-03
1019,B1K-41-08
1020,B1K-20-07
1021,B1K-24-10
1022,B1K-39-12
1023,B1K-25-01
1024,B1K-22-09
1025,B1K-05-08
1026,B1K-03-17
1027,B1K-06-15
1028,B1K-08-09
1029,B1K-31-15
1030,B1K-27-19
1031,B1K-37-02
1032,B1K-24-03
1033,B1K-32-08
1034,B1K-08-15
1035,B1K-44-02
1036,B1K-48-11
1037,B1K-38-14
1038,B1K-28-15
1039,B1K-03-03
1040,B1K-47-20
1041,B1K-32-09
1042,B1K-25-13
1043,B1K-28-13
1044,B1K-03-14
1045,B1K-49-10
1046,B1K-24-16
1047,B1K-10-13
1048,B1K-08-02
1049,B1K-31-05
1050,B1K-04-19
1051,B1K-11-16
1052,B1K-38-12
1053,B1K-09-09
1054,B1K-34-05
1055,B1K-06-06
1056,B1K-32-20
1057,B1K-24-09
1058,B1K-37-20
1059,B1K-51-04
1060,B1K-35-07
1061,B1K-38-08
1062,B1K-35-03
1063,B1K-49-13
1064,B1K-35-13
1065,B1K-45-18
1066,B1K-25-20
1067,B1K-19-20
1068,B1K-02-06
1069,B1K-24-13
1070,B1K-14-17
1071,B1K-31-19
1072,B1K-06-19
1073,B1K-51-13
1074,B1K-49-18
1075,B1K-31-11
1076,B1K-33-12
1077,B1K-08-16
1078,B1K-34-06
1079,B1K-15-17
1080,B1K-22-02
1081,B1K-26-05
1082,B1K-28-01
1083,B1K-37-19
1084,B1K-10-18
1085,B1K-30-11
1086,B1K-27-08
1087,B1K-11-18
1088,B1K-34-02
1089,B1K-19-01
1090,B1K-43-11
1091,B1K-36-19
1092,B1K-18-03
1093,B1K-17-17
1094,B1K-35-04
1095,B1K-12-06
1096,B1K-03-16
1097,B1K-46-15
1098,B1K-19-15
1099,B1K-46-03
1100,B1K-23-02
1101,B1K-13-14
1102,B1K-22-18
1103,B1K-29-02
1104,B1K-27-15
1105,B1K-16-15
1106,B1K-09-16
1107,B1K-05-03
1108,B1K-23-19
1109,B1K-17-01
1110,B1K-02-16
1111,B1K-23-11
1112,B1K-20-20
1113,B1K-21-10
1114,B1K-24-07
1115,B1K-46-20
1116,B1K-08-03
1117,B1K-13-15
1118,B1K-17-03
1119,B1K-09-07
1120,B1K-37-11
1121,B1K-45-05
1122,B1K-04-12
1123,B1K-25-09
1124,B1K-23-07
1125,B1K-33-09
1126,B1K-50-20
1127,B1K-09-10
1128,B1K-06-10
1129,B1K-29-20
1130,B1K-48-06
1131,B1K-43-15
1132,B1K-20-10
1133,B1K-30-13
1134,B1K-49-08
1135,B1K-41-03
1136,B1K-05-16
1137,B1K-05-10
1138,B1K-02-12
1139,B1K-15-07
1140,B1K-28-10
1141,B1K-02-04
1142,B1K-22-12
1143,B1K-35-19
1144,B1K-16-10
1145,B1K-11-04
1146,B1K-11-05
1147,B1K-14-04
1148,B1K-41-13
1149,B1K-36-11
1150,B1K-10-01
1151,B1K-08-06
1152,B1K-34-10
1153,B1K-24-02
1154,B1K-08-08
1155,B1K-44-09
1156,B1K-32-13
1157,B1K-25-15
1158,B1K-31-01
1159,B1K-51-10
1160,B1K-51-19
1161,B1K-09-04
1162,B1K-30-20
1163,B1K-17-18
1164,B1K-02-14
1165,B1K-15-04
1166,B1K-25-08
1167,B1K-27-11
1168,B1K-15-05
1169,B1K-42-07
1170,B1K-26-16
1171,B1K-29-13
1172,B1K-30-03
1173,B1K-26-08
1174,B1K-41-11
1175,B1K-08-10
1176,B1K-09-01
1177,B1K-09-11
1178,B1K-01-20
1179,B1K-36-06
1180,B1K-49-11
1181,B1K-36-04
1182,B1K-08-18
1183,B1K-09-18
1184,B1K-08-05
1185,B1K-35-08
1186,B1K-50-04
1187,B1K-11-15
1188,B1K-04-08
1189,B1K-22-16
1190,B1K-19-12
1191,B1K-16-06
1192,B1K-03-10
1193,B1K-40-11
1194,B1K-10-12
1195,B1K-03-09
1196,B1K-47-12
1197,B1K-50-12
1198,B1K-02-02
1199,B1K-38-20
1200,B1K-42-10
1201,B1K-35-11
1202,B1K-22-14
1203,B1K-05-13
1204,B1K-36-16
1205,B1K-24-05
1206,B1K-48-03
1207,B1K-03-11
1208,B1K-18-18
1209,B1K-37-06
1210,B1K-32-02
1211,B1K-51-07
1212,B1K-44-20
1213,B1K-28-17
1214,B1K-04-04
1215,B1K-18-09
1216,B1K-20-13
1217,B1K-26-09
1218,B1K-15-19
1219,B1K-24-18
1220,B1K-37-15
1221,B1K-48-13
1222,B1K-38-01
1223,B1K-09-03
1224,B1K-43-05
1225,B1K-19-08
1226,B1K-23-12
1227,B1K-42-16
1228,B1K-12-10
1229,B1K-47-08
1230,B1K-10-03
1231,B1K-17-13
1232,B1K-50-14
1233,B1K-35-20
1234,B1K-34-20
1235,B1K-05-17
1236,B1K-08-17
1237,B1K-12-05
1238,B1K-04-20
1239,B1K-13-03
1240,B1K-06-01
1241,B1K-43-04
1242,B1K-20-08
1243,B1K-02-01
1244,B1K-05-07
1245,B1K-06-07
1246,B1K-11-20
1247,B1K-39-16
1248,B1K-18-05
1249,B1K-18-02
1250,B1K-08-01
1251,B1K-19-05
1252,B1K-15-20
1253,B1K-02-13
1254,B1K-20-01
1255,B1K-28-07
1256,B1K-41-18
1257,B1K-44-14
1258,B1K-33-19
1259,B1K-40-17
1260,B1K-51-01
1261,B1K-21-15
1262,B1K-26-13
1263,B1K-32-18
1264,B1K-14-01
1265,B1K-43-20
1266,B1K-23-01
1267,B1K-21-03
1268,B1K-49-04
1269,B1K-36-15
1270,B1K-36-02
1271,B1K-22-10
1272,B1K-13-10
2001,B1K-49-04
2002,B1K-11-09
2003,B1K-35-20
2004,B1K-30-13
2005,B1K-31-11
2006,B1K-10-12
2007,B1K-31-05
2008,B1K-23-07
2009,B1K-46-03
2010,B1K-15-20
2011,B1K-27-08
2012,B1K-25-01
2013,B1K-08-06
2014,B1K-15-19
2015,B1K-28-15
2016,B1K-30-03
2017,B1K-09-16
2018,B1K-09-03
2019,B1K-34-19
2020,B1K-09-01
2021,B1K-40-11
2022,B1K-10-03
2023,B1K-23-01
2024,B1K-04-08
2025,B1K-22-12
2026,B1K-06-06
2027,B1K-06-07
2028,B1K-10-01
2029,B1K-34-02
2030,B1K-22-09
2031,B1K-49-10
2032,B1K-22-02
2033,B1K-13-15
2034,B1K-23-02
2035,B1K-28-07
2036,B1K-32-20
2037,B1K-30-11
2038,B1K-34-10
2039,B1K-19-20
2040,B1K-28-10
2041,B1K-51-01
2042,B1K-15-04
2043,B1K-22-14
2044,B1K-38-14
2045,B1K-37-15
2046,B1K-39-12
2047,B1K-50-07
2048,B1K-36-06
2049,B1K-47-12
2050,B1K-24-13
2051,B1K-35-03
2052,B1K-06-10
2053,B1K-02-01
2054,B1K-11-15
2055,B1K-37-19
2056,B1K-17-13
2057,B1K-21-11
2058,B1K-32-08
2059,B1K-46-15
2060,B1K-26-09
2061,B1K-05-10
2062,B1K-02-14
2063,B1K-06-15
2064,B1K-21-15
2065,B1K-18-03
2066,B1K-48-11
2067,B1K-36-04
2068,B1K-27-15
2069,B1K-47-04
2070,B1K-17-03
2071,B1K-34-06
2072,B1K-27-11
2073,B1K-18-02
2074,B1K-20-10
2075,B1K-04-04
2076,B1K-49-13
2077,B1K-25-15
2078,B1K-34-20
2079,B1K-36-16
2080,B1K-43-20
2081,B1K-35-08
2082,B1K-10-18
2083,B1K-24-02
2084,B1K-02-16
2085,B1K-45-18
2086,B1K-26-16
2087,B1K-36-02
2088,B1K-38-12
2089,B1K-23-12
2090,B1K-22-08
2091,B1K-44-20
2092,B1K-03-17
2093,B1K-20-08
2094,B1K-05-16
2095,B1K-08-03
2096,B1K-02-02
2097,B1K-08-18
2098,B1K-09-07
2099,B1K-33-03
2100,B1K-08-01
2101,B1K-31-19
2102,B1K-51-19
2103,B1K-17-18
2104,B1K-03-14
2105,B1K-38-20
2106,B1K-15-07
2107,B1K-42-01
2108,B1K-19-01
2109,B1K-37-06
2110,B1K-20-20
2111,B1K-04-19
2112,B1K-19-08
2113,B1K-44-02
2114,B1K-11-18
2115,B1K-24-18
2116,B1K-17-01
2117,B1K-44-14
2118,B1K-22-06
2119,B1K-02-13
2120,B1K-51-04
2121,B1K-06-19
2122,B1K-26-08
2123,B1K-12-10
2124,B1K-37-11
2125,B1K-36-11
2126,B1K-24-05
2127,B1K-27-19
2128,B1K-08-05
2129,B1K-39-16
2130,B1K-19-15
2131,B1K-24-09
2132,B1K-40-17
2133,B1K-02-12
2134,B1K-36-19
2135,B1K-47-08
2136,B1K-41-11
2137,B1K-24-16
2138,B1K-09-11
2139,B1K-30-07
2140,B1K-05-13
2141,B1K-28-17
2142,B1K-37-02
2143,B1K-50-20
2144,B1K-51-10
2145,B1K-13-10
2146,B1K-02-04
2147,B1K-11-20
2148,B1K-15-05
2149,B1K-34-05
2150,B1K-25-20
2151,B1K-29-02
2152,B1K-05-12
2153,B1K-47-20
2154,B1K-18-18
2155,B1K-51-07
2156,B1K-05-17
2157,B1K-05-08
2158,B1K-09-18
2159,B1K-31-01
2160,B1K-04-12
2161,B1K-13-14
2162,B1K-38-08
2163,B1K-43-15
2164,B1K-29-13
2165,B1K-19-12
2166,B1K-46-20
2167,B1K-35-11
2168,B1K-39-02
2169,B1K-24-03
2170,B1K-33-19
2171,B1K-43-05
2172,B1K-28-13
2173,B1K-14-17
2174,B1K-08-17
2175,B1K-17-17
2176,B1K-41-13
2177,B1K-11-16
2178,B1K-33-09
2179,B1K-32-18
2180,B1K-51-13
2181,B1K-08-15
2182,B1K-22-18
2183,B1K-18-09
2184,B1K-05-07
2185,B1K-43-11
2186,B1K-06-01
2187,B1K-29-20
2188,B1K-48-03
2189,B1K-24-10
2190,B1K-50-04
2191,B1K-14-04
2192,B1K-25-08
2193,B1K-02-06
2194,B1K-24-07
2195,B1K-12-06
2196,B1K-04-20
2197,B1K-32-13
2198,B1K-37-20
2199,B1K-21-03
2200,B1K-43-14
2201,B1K-42-07
2202,B1K-08-09
2203,B1K-22-16
2204,B1K-10-13
2205,B1K-05-03
2206,B1K-43-04
2207,B1K-20-13
2208,B1K-48-06
2209,B1K-12-05
2210,B1K-16-06
2211,B1K-03-03
2212,B1K-26-13
2213,B1K-15-06
2214,B1K-09-09
2215,B1K-32-02
2216,B1K-49-18
2217,B1K-42-10
2218,B1K-44-09
2219,B1K-25-09
2220,B1K-03-16
2221,B1K-49-08
2222,B1K-20-07
2223,B1K-41-18
2224,B1K-23-19
2225,B1K-03-09
2226,B1K-11-05
2227,B1K-08-10
2228,B1K-08-16
2229,B1K-20-01
2230,B1K-08-02
2231,B1K-48-13
2232,B1K-22-10
2233,B1K-35-19
2234,B1K-31-15
2235,B1K-45-05
2236,B1K-28-01
2237,B1K-26-03
2238,B1K-42-16
2239,B1K-03-10
2240,B1K-23-11
2241,B1K-01-20
2242,B1K-13-03
2243,B1K-14-01
2244,B1K-19-05
2245,B1K-50-12
2246,B1K-33-12
2247,B1K-08-08
2248,B1K-09-10
2249,B1K-26-05
2250,B1K-09-04
2251,B1K-16-15
2252,B1K-25-13
2253,B1K-35-13
2254,B1K-04-03
2255,B1K-41-03
2256,B1K-06-20
2257,B1K-21-10
2258,B1K-16-10
2259,B1K-35-07
2260,B1K-11-04
2261,B1K-03-11
2262,B1K-36-15
2263,B1K-38-01
2264,B1K-39-07
2265,B1K-30-20
2266,B1K-35-04
2267,B1K-15-17
2268,B1K-41-08
2269,B1K-18-05
2270,B1K-49-11
2271,B1K-32-09
2272,B1K-50-14