Plot,Repeat,SLA
1001,1,217.6870748
1001,2,197.5308642
1001,3,209.1503268
1002,1,209.1503268
1002,2,186.0465116
1002,3,193.9393939
1003,1,226.9503546
1003,2,206.4516129
1003,3,206.4516129
1004,1,181.8181818
1004,2,200
1004,3,202.5316456
1005,1,166.6666667
1005,2,191.6167665
1005,3,182.8571429
1006,1,164.9484536
1006,2,159.2039801
1006,3,180.7909605
1007,1,167.539267
1007,2,165.8031088
1007,3,181.8181818
1008,1,187.1345029
1008,2,170.212766
1008,3,230.2158273
1009,1,251.9685039
1009,2,220.6896552
1009,3,246.1538462
1010,1,223.7762238
1010,2,235.2941176
1010,3,191.6167665
1011,1,214.7651007
1011,2,225.3521127
1011,3,209.1503268
1012,1,214.7651007
1012,2,183.908046
1012,3,191.0447761
1013,1,240.6015038
1013,2,196.3190184
1013,3,207.7922078
1014,1,207.7922078
1014,2,268.907563
1014,3,186.0465116
1015,1,186.0465116
1015,2,160.8040201
1015,3,195.1219512
1016,1,206.4516129
1016,2,220.6896552
1016,3,167.539267
1017,1,206.4516129
1017,2,162.4365482
1017,3,144.7963801
1018,1,228.5714286
1018,2,202.5316456
1018,3,177.7777778
1019,1,217.6870748
1019,2,228.5714286
1019,3,195.1219512
1020,1,278.2608696
1020,2,273.5042735
1020,3,226.9503546
1021,1,149.5327103
1021,2,266.6666667
1021,3,140.969163
1022,1,220.6896552
1022,2,228.5714286
1022,3,228.5714286
1023,1,174.863388
1023,2,172.0430108
1023,3,217.6870748
1024,1,174.863388
1024,2,180.7909605
1024,3,39.50617284
1025,1,210.5263158
1025,2,205.1282051
1025,3,222.2222222
1026,1,209.1503268
1026,2,213.3333333
1026,3,283.1858407
1027,1,216.2162162
1027,2,220.6896552
1027,3,223.7762238
1028,1,200
1028,2,202.5316456
1028,3,201.2578616
1029,1,207.7922078
1029,2,216.2162162
1029,3,202.5316456
1030,1,209.1503268
1030,2,231.884058
1030,3,226.9503546
1031,1,189.3491124
1031,2,238.8059701
1031,3,214.7651007
1032,1,223.7762238
1032,2,220.6896552
1032,3,189.3491124
1033,1,190.4761905
1033,2,198.757764
1033,3,197.5308642
1034,1,148.1481481
1034,2,170.212766
1034,3,181.8181818
1035,1,179.7752809
1035,2,188.2352941
1035,3,151.6587678
1036,1,182.8571429
1036,2,195.1219512
1036,3,183.908046
1037,1,181.8181818
1037,2,177.7777778
1037,3,184.9710983
1038,1,211.9205298
1038,2,200
1038,3,226.9503546
1039,1,197.5308642
1039,2,207.7922078
1039,3,240.6015038
1040,1,230.2158273
1040,2,211.9205298
1040,3,190.4761905
1041,1,205.1282051
1041,2,192.7710843
1041,3,187.1345029
1042,1,197.5308642
1042,2,197.5308642
1042,3,182.8571429
1043,1,211.9205298
1043,2,225.3521127
1043,3,178.7709497
1044,1,189.3491124
1044,2,203.8216561
1044,3,188.2352941
1045,1,200
1045,2,220.6896552
1045,3,184.9710983
1046,1,203.8216561
1046,2,203.8216561
1046,3,235.2941176
1047,1,188.2352941
1047,2,165.8031088
1047,3,153.8461538
1048,1,200
1048,2,220.6896552
1048,3,226.9503546
1049,1,164.1025641
1049,2,186.0465116
1049,3,175.8241758
1050,1,176.7955801
1050,2,167.539267
1050,3,170.212766
1051,1,179.7752809
1051,2,211.9205298
1051,3,207.7922078
1052,1,184.9710983
1052,2,196.3190184
1052,3,205.1282051
1053,1,201.2578616
1053,2,181.8181818
1053,3,176.7955801
1054,1,183.908046
1054,2,198.757764
1054,3,187.1345029
1055,1,142.2222222
1055,2,140.969163
1055,3,135.021097
1056,1,188.2352941
1056,2,237.037037
1056,3,244.2748092
1057,1,186.0465116
1057,2,176.7955801
1057,3,222.2222222
1058,1,214.7651007
1058,2,207.7922078
1058,3,225.3521127
1059,1,242.4242424
1059,2,237.037037
1059,3,166.6666667
1060,1,197.5308642
1060,2,184.9710983
1060,3,190.4761905
1061,1,202.5316456
1061,2,206.4516129
1061,3,183.908046
1062,1,197.5308642
1062,2,206.4516129
1062,3,189.3491124
1063,1,180.7909605
1063,2,190.4761905
1063,3,211.9205298
1064,1,166.6666667
1064,2,153.1100478
1064,3,171.1229947
1065,1,188.2352941
1065,2,211.9205298
1065,3,171.1229947
1066,1,220.6896552
1066,2,235.2941176
1066,3,246.1538462
1067,1,231.884058
1067,2,197.5308642
1067,3,231.884058
1068,1,171.1229947
1068,2,155.3398058
1068,3,162.4365482
1069,1,165.8031088
1069,2,176.7955801
1069,3,190.4761905
1070,1,198.757764
1070,2,179.7752809
1070,3,198.757764
1071,1,182.8571429
1071,2,202.5316456
1071,3,162.4365482
1072,1,179.7752809
1072,2,197.5308642
1072,3,173.9130435
1073,1,164.1025641
1073,2,183.908046
1073,3,184.9710983
1074,1,182.8571429
1074,2,198.757764
1074,3,197.5308642
1075,1,250
1075,2,253.968254
1075,3,271.1864407
1076,1,213.3333333
1076,2,237.037037
1076,3,191.6167665
1077,1,178.7709497
1077,2,170.212766
1077,3,219.1780822
1078,1,209.1503268
1078,2,213.3333333
1078,3,189.3491124
1079,1,183.908046
1079,2,207.7922078
1079,3,260.1626016
1080,1,172.0430108
1080,2,192.7710843
1080,3,210.5263158
1081,1,238.8059701
1081,2,225.3521127
1081,3,223.7762238
1082,1,240.6015038
1082,1,235.2941176
1082,2,205.1282051
1082,3,220.6896552
1083,1,169.3121693
1083,2,238.8059701
1083,3,201.2578616
1084,1,159.2039801
1084,2,184.9710983
1084,3,200
1085,1,184.9710983
1085,2,184.9710983
1085,3,173.9130435
1086,1,220.6896552
1086,2,197.5308642
1086,3,192.7710843
1087,1,158.4158416
1087,2,158.4158416
1087,3,196.3190184
1088,1,162.4365482
1088,2,174.863388
1088,3,169.3121693
1089,1,203.8216561
1089,2,217.6870748
1089,3,223.7762238
1090,1,182.8571429
1090,2,264.4628099
1090,3,198.757764
1091,1,230.2158273
1091,2,210.5263158
1091,3,214.7651007
1092,1,211.9205298
1092,2,200
1092,3,223.7762238
1093,1,209.1503268
1093,2,226.9503546
1093,3,210.5263158
1094,1,143.4977578
1094,2,153.1100478
1094,3,179.7752809
1095,1,171.1229947
1095,2,209.1503268
1095,3,169.3121693
1096,1,166.6666667
1096,2,211.9205298
1096,3,168.4210526
1097,1,181.8181818
1097,2,182.8571429
1097,3,193.9393939
1098,1,231.884058
1098,2,266.6666667
1098,3,202.5316456
1099,1,213.3333333
1099,2,186.0465116
1099,3,197.5308642
1100,1,186.0465116
1100,2,158.4158416
1100,3,172.972973
1101,1,201.2578616
1101,2,196.3190184
1101,3,206.4516129
1102,1,181.8181818
1102,2,190.4761905
1102,3,219.1780822
1103,1,189.3491124
1103,2,200
1103,3,214.7651007
1104,1,193.9393939
1104,2,184.9710983
1104,3,201.2578616
1105,1,207.7922078
1105,2,171.1229947
1105,3,188.2352941
1106,1,202.5316456
1106,2,217.6870748
1106,3,242.4242424
1107,1,197.5308642
1107,2,220.6896552
1107,3,200
1108,1,214.7651007
1108,2,192.7710843
1108,3,201.2578616
1109,1,182.8571429
1109,2,200
1109,3,201.2578616
1110,1,210.5263158
1110,2,188.2352941
1110,3,169.3121693
1111,1,171.1229947
1111,2,170.212766
1111,3,152.3809524
1112,1,226.9503546
1112,2,181.8181818
1112,3,193.9393939
1113,1,235.2941176
1113,2,193.9393939
1113,3,181.8181818
1114,1,196.3190184
1114,2,195.1219512
1114,3,219.1780822
1115,1,166.6666667
1115,2,195.1219512
1115,3,188.2352941
1116,1,188.2352941
1116,2,184.9710983
1116,3,183.908046
1117,1,210.5263158
1117,3,211.9205298
1118,1,205.1282051
1118,2,202.5316456
1118,3,200
1119,1,209.1503268
1119,2,217.6870748
1119,3,201.2578616
1120,1,186.0465116
1120,2,193.9393939
1120,3,209.1503268
1121,1,181.8181818
1121,2,172.0430108
1121,3,178.7709497
1122,1,197.5308642
1122,2,210.5263158
1122,3,231.884058
1123,1,155.3398058
1123,2,182.8571429
1123,3,190.4761905
1124,1,246.1538462
1124,2,256
1124,3,226.9503546
1125,1,183.908046
1125,2,191.6167665
1125,3,190.4761905
1126,1,180.7909605
1126,2,186.8613139
1126,3,231.884058
1127,1,201.2578616
1127,2,189.3491124
1127,3,181.8181818
1128,1,156.097561
1128,2,193.9393939
1128,3,183.908046
1129,1,210.5263158
1129,2,202.5316456
1129,3,223.7762238
1130,1,217.6870748
1130,2,258.0645161
1130,3,228.5714286
1131,1,187.1345029
1131,2,216.2162162
1131,3,196.3190184
1132,1,159.2039801
1132,2,180.7909605
1132,3,197.5308642
1133,1,216.2162162
1133,2,211.9205298
1133,3,198.757764
1134,1,201.2578616
1134,2,171.1229947
1134,3,202.5316456
1135,1,203.8216561
1135,2,214.7651007
1135,3,192.7710843
1136,1,189.3491124
1136,2,293.5779817
1136,3,187.1345029
1137,1,181.8181818
1137,2,196.3190184
1137,3,202.5316456
1138,1,179.7752809
1138,2,171.1229947
1138,3,161.6161616
1139,1,209.1503268
1139,2,203.8216561
1139,3,202.5316456
1140,1,179.7752809
1140,2,196.3190184
1140,3,164.1025641
1141,1,206.4516129
1141,2,225.3521127
1141,3,196.3190184
1142,1,158.4158416
1142,2,153.8461538
1142,3,203.8216561
1143,1,172.972973
1143,2,193.9393939
1143,3,189.3491124
1144,1,174.863388
1144,2,213.3333333
1144,3,213.3333333
1145,1,178.7709497
1145,2,171.1229947
1145,3,179.7752809
1146,1,195.1219512
1146,2,188.2352941
1146,3,182.8571429
1147,1,182.8571429
1147,2,222.2222222
1147,3,202.5316456
1148,1,173.9130435
1148,2,172.972973
1148,3,201.2578616
1149,1,205.1282051
1149,2,220.6896552
1149,3,210.5263158
1150,1,193.9393939
1150,2,164.1025641
1150,3,196.3190184
1151,1,219.1780822
1151,2,177.7777778
1151,3,201.2578616
1152,1,178.7709497
1152,2,203.8216561
1152,3,170.212766
1153,1,163.2653061
1153,2,179.7752809
1153,3,186.0465116
1154,1,172.972973
1154,2,202.5316456
1154,3,169.3121693
1155,1,220.6896552
1155,2,191.6167665
1155,3,189.3491124
1156,1,189.3491124
1156,2,202.5316456
1156,3,195.1219512
1157,1,191.6167665
1157,2,197.5308642
1157,3,205.1282051
1158,1,211.9205298
1158,2,203.8216561
1158,3,189.3491124
1159,1,164.9484536
1159,2,178.7709497
1159,3,188.2352941
1160,1,192.7710843
1160,2,170.212766
1160,3,190.4761905
1161,1,196.3190184
1161,2,157.635468
1161,3,179.7752809
1162,1,186.0465116
1162,2,191.6167665
1162,3,158.4158416
1163,1,207.7922078
1163,2,225.3521127
1163,3,175.3424658
1164,1,196.3190184
1164,2,183.908046
1164,3,233.5766423
1165,1,208.1300813
1165,2,176.7955801
1165,3,179.7752809
1166,1,169.3121693
1166,2,181.8181818
1166,3,164.9484536
1167,1,198.757764
1167,2,183.908046
1167,3,188.2352941
1168,1,176.7955801
1168,2,201.2578616
1168,3,168.4210526
1169,1,177.7777778
1169,2,178.7709497
1169,3,181.8181818
1170,1,193.9393939
1170,2,166.6666667
1170,3,153.8461538
1171,1,182.8571429
1171,2,177.7777778
1171,3,175.8241758
1172,1,186.0465116
1172,2,187.1345029
1172,3,176.7955801
1173,1,197.5308642
1173,2,183.908046
1173,3,178.7709497
1174,1,160.8040201
1174,2,175.8241758
1174,3,167.539267
1175,1,152.3809524
1175,2,158.4158416
1175,3,161.6161616
1176,1,216.2162162
1176,2,210.5263158
1176,3,230.2158273
1177,1,184.9710983
1177,2,202.5316456
1177,3,191.6167665
1178,1,191.6167665
1178,2,193.9393939
1178,3,183.908046
1179,1,216.2162162
1179,2,201.2578616
1179,3,209.1503268
1180,1,176.5517241
1180,2,189.3491124
1180,3,175.8241758
1181,1,206.4516129
1181,2,246.1538462
1181,3,238.8059701
1182,1,260.1626016
1182,2,186.0465116
1182,3,190.4761905
1183,1,171.1229947
1183,2,182.8571429
1183,3,173.9130435
1184,1,184.9710983
1184,2,207.7922078
1184,3,222.2222222
1185,1,188.2352941
1185,2,172.972973
1185,3,225.3521127
1186,1,166.6666667
1186,2,186.0465116
1186,3,209.1503268
1187,1,198.757764
1187,2,226.9503546
1187,3,220.6896552
1188,1,230.2158273
1188,2,217.6870748
1188,3,203.8216561
1189,1,209.1503268
1189,2,233.5766423
1189,3,278.2608696
1190,1,191.6167665
1190,2,184.9710983
1190,3,178.7709497
1191,1,205.1282051
1191,2,190.4761905
1191,3,187.1345029
1192,1,202.5316456
1192,2,195.1219512
1192,3,193.9393939
1193,1,211.9205298
1193,2,238.8059701
1193,3,206.4516129
1194,1,186.0465116
1194,2,195.1219512
1194,3,225.3521127
1195,1,217.6870748
1195,2,238.8059701
1195,3,240.6015038
1197,1,183.908046
1197,2,209.1503268
1197,3,191.6167665
1198,1,197.5308642
1198,2,175.8241758
1198,3,225.3521127
1199,1,256
1199,2,177.7777778
1199,3,246.1538462
1200,1,169.3121693
1200,2,173.9130435
1200,3,158.4158416
1201,1,170.212766
1201,2,205.1282051
1201,3,162.4365482
1202,1,192.7710843
1202,2,205.1282051
1202,3,222.2222222
1203,1,244.2748092
1203,2,197.5308642
1203,3,175.8241758
1204,1,196.3190184
1204,2,179.7752809
1204,3,190.4761905
1205,1,214.7651007
1205,2,214.7651007
1205,3,222.2222222
1206,1,179.7752809
1206,2,223.7762238
1206,3,151.6587678
1207,1,214.7651007
1207,2,235.2941176
1207,3,271.1864407
1208,1,190.4761905
1208,2,206.4516129
1208,3,202.5316456
1209,1,200
1209,2,200
1209,3,209.1503268
1210,1,161.6161616
1210,2,186.0465116
1210,3,156.8627451
1211,1,144.7963801
1211,2,170.212766
1211,3,164.9484536
1212,1,195.1219512
1212,2,201.2578616
1212,3,201.2578616
1213,1,189.3491124
1213,2,195.1219512
1213,3,211.9205298
1214,1,213.3333333
1214,2,216.2162162
1214,3,216.2162162
1215,1,193.9393939
1215,2,206.4516129
1215,3,216.2162162
1216,1,198.757764
1216,2,209.1503268
1216,3,184.9710983
1217,1,216.2162162
1217,2,183.908046
1217,3,196.3190184
1218,1,209.1503268
1218,2,230.2158273
1218,3,246.1538462
1219,1,152.3809524
1219,2,151.6587678
1219,3,168.4210526
1220,1,198.757764
1220,2,190.4761905
1220,3,206.4516129
1222,1,181.8181818
1222,2,181.8181818
1222,3,177.7777778
1223,1,242.4242424
1223,2,195.1219512
1223,2,200
1223,3,248.0620155
1224,1,216.2162162
1224,2,226.9503546
1224,3,219.1780822
1225,1,175.8241758
1225,2,200
1225,3,195.1219512
1226,1,156.097561
1226,2,167.539267
1226,3,149.5327103
1227,1,201.2578616
1227,2,175.8241758
1227,3,195.1219512
1228,1,214.7651007
1228,2,201.2578616
1228,3,231.884058
1229,1,172.0430108
1229,2,171.1229947
1229,3,190.4761905
1230,1,189.3491124
1230,2,179.7752809
1230,3,163.2653061
1231,1,237.037037
1231,2,174.863388
1231,3,190.4761905
1232,1,169.3121693
1232,2,203.8216561
1232,3,178.7709497
1233,1,217.6870748
1233,2,207.7922078
1233,3,209.1503268
1234,1,266.6666667
1234,2,217.6870748
1234,3,288.2882883
1235,1,210.5263158
1235,2,182.8571429
1235,3,176.7955801
1236,1,187.1345029
1236,2,179.7752809
1236,3,222.2222222
1237,1,179.7752809
1237,2,193.9393939
1237,3,230.2158273
1238,1,180.7909605
1238,2,188.2352941
1238,3,216.2162162
1239,1,184.9710983
1239,2,220.6896552
1239,3,214.7651007
1240,1,197.5308642
1240,2,237.037037
1240,3,209.1503268
1241,1,173.9130435
1241,2,180.7909605
1241,3,172.972973
1242,1,244.2748092
1242,2,237.037037
1242,3,216.2162162
1243,1,210.5263158
1243,2,219.1780822
1243,3,207.7922078
1244,1,203.8216561
1244,2,235.2941176
1244,3,206.4516129
1245,1,233.5766423
1245,2,231.884058
1245,3,223.7762238
1246,1,200
1246,2,238.8059701
1246,3,216.2162162
1247,1,160.8040201
1247,2,175.8241758
1247,3,203.8216561
1248,1,184.9710983
1248,2,150.2347418
1248,3,196.3190184
1249,1,207.7922078
1249,2,196.3190184
1249,3,191.6167665
1250,1,198.757764
1250,2,188.2352941
1250,3,186.0465116
1251,1,175.8241758
1251,2,205.1282051
1251,3,202.5316456
1252,1,220.6896552
1252,2,222.2222222
1252,3,268.907563
1253,1,237.037037
1253,2,228.5714286
1253,3,266.6666667
1254,1,207.7922078
1254,2,231.884058
1254,3,192.7710843
1255,1,189.3491124
1255,2,216.2162162
1255,3,168.4210526
1256,1,197.5308642
1256,2,192.7710843
1256,3,180.7909605
1257,1,188.2352941
1257,2,228.5714286
1257,3,213.3333333
1258,1,172.972973
1258,2,165.8031088
1258,3,189.3491124
1259,1,223.7762238
1259,2,223.7762238
1259,3,188.2352941
1260,1,177.7777778
1260,2,167.539267
1260,3,150.9433962
1261,1,186.0465116
1261,2,200
1261,3,178.7709497
1262,1,206.4516129
1262,2,176.7955801
1262,3,196.3190184
1263,1,271.1864407
1263,2,226.5486726
1263,3,230.2158273
1264,1,195.1219512
1264,2,211.9205298
1264,3,193.9393939
1265,1,230.2158273
1265,2,207.7922078
1265,3,246.1538462
1266,1,210.5263158
1266,2,275.862069
1266,3,228.5714286
1267,1,155.3398058
1267,2,178.7709497
1267,3,181.8181818
1268,1,174.863388
1268,2,172.972973
1268,3,163.2653061
1269,1,237.037037
1269,2,211.5702479
1269,3,209.1503268
1270,1,207.7922078
1270,2,166.6666667
1270,3,211.9205298
1271,1,164.9484536
1271,2,166.6666667
1271,3,170.212766
1272,1,222.2222222
1272,2,230.2158273
1272,3,214.7651007
1273,1,156.097561
1273,2,214.7651007
1273,3,171.1229947
1274,1,278.2608696
1274,2,251.9685039
1274,3,238.8059701
1275,1,175.8241758
1275,2,153.8461538
1275,3,156.097561
1276,1,190.4761905
1276,2,181.8181818
1276,3,154.589372
1277,1,175.8241758
1277,2,191.6167665
1277,3,213.3333333
1278,1,191.6167665
1278,2,161.6161616
1278,3,168.4210526
1279,1,264.4628099
1279,2,198.757764
1279,3,182.8571429
1280,1,158.4158416
1280,2,177.7777778
1280,3,187.1345029
1281,1,201.2578616
1281,2,210.5263158
1281,3,216.2162162
1282,1,237.037037
1282,2,240.6015038
1282,3,240.6015038
1283,1,206.4516129
1283,2,172.972973
1283,3,190.4761905
1284,1,198.757764
1284,2,207.7922078
1284,3,217.6870748
1285,1,203.8216561
1285,2,198.757764
1285,3,217.6870748
1286,1,160
1286,2,186.0465116
1286,3,166.6666667
1287,1,209.1503268
1287,2,219.1780822
1287,3,246.1538462
1288,1,171.1229947
1288,2,226.9503546
1288,3,248.0620155
1289,1,202.5316456
1289,2,211.9205298
1289,3,176.7955801
1290,1,148.8372093
1290,2,180.7909605
1290,3,205.1282051
1291,1,213.3333333
1291,2,197.5308642
1291,3,237.037037
1292,1,173.9130435
1292,2,189.3491124
1292,3,176.7955801
1293,1,205.1282051
1293,2,158.4158416
1293,3,162.4365482
1294,1,210.5263158
1294,2,181.8181818
1294,3,165.8031088
1295,1,180.7909605
1295,2,186.0465116
1295,3,167.539267
1296,1,163.2653061
1296,2,144.7963801
1296,3,189.3491124
1297,1,226.9503546
1297,2,248.0620155
1297,3,250
1298,1,250
1298,2,180.7909605
1298,3,220.6896552
1299,1,205.1282051
1299,2,230.2158273
1299,3,223.7762238
1300,1,160
1300,2,144.1441441
1300,3,160.8040201
1301,1,188.2352941
1301,2,198.757764
1301,3,195.1219512
1302,1,225.3521127
1302,2,219.1780822
1302,3,191.6167665
1304,1,176.7955801
1304,2,173.9130435
1304,3,179.7752809
1305,1,209.1503268
1305,2,161.6161616
1305,3,217.6870748
1306,1,240.6015038
1306,2,230.2158273
1306,3,231.884058
1307,1,190.4761905
1307,2,210.5263158
1307,3,207.7922078
1308,1,144.1441441
1308,2,164.1025641
1308,3,151.6587678
1309,1,182.8571429
1309,2,207.7922078
1309,3,192.7710843
1310,1,188.2352941
1310,2,193.9393939
1310,3,174.863388
1311,1,179.7752809
1311,2,198.757764
1311,3,175.8241758
1312,1,148.8372093
1312,2,172.0430108
1312,3,172.0430108
1313,1,177.7777778
1313,2,177.7777778
1313,3,180.7909605
1314,1,170.212766
1314,2,172.0430108
1314,3,164.1025641
1315,1,244.2748092
1315,2,209.1503268
1315,3,223.7762238
1316,1,162.4365482
1316,2,157.635468
1316,3,200
1317,1,183.908046
1317,2,209.1503268
1317,3,172.972973
1318,1,207.7922078
1318,2,169.3121693
1318,3,148.8372093
1319,1,222.2222222
1319,2,192.7710843
