Plot,Repeat,SLA
1319,3,268.907563
1320,1,206.4516129
1320,2,205.1282051
1320,3,169.3121693
2001,1,166.6666667
2001,2,179.7752809
2001,3,162.4365482
2002,1,193.9393939
2002,2,201.2578616
2002,3,207.7922078
2003,1,167.539267
2003,2,179.7752809
2003,3,167.539267
2004,1,157.635468
2004,2,142.2222222
2004,3,150.9433962
2005,1,237.037037
2005,2,213.3333333
2005,3,217.6870748
2006,1,209.1503268
2006,2,181.8181818
2006,3,237.037037
2007,1,216.2162162
2007,2,207.7922078
2007,3,189.3491124
2008,1,197.5308642
2008,2,178.7709497
2008,3,195.1219512
2009,1,171.1229947
2009,2,187.1345029
2009,3,153.1100478
2010,1,202.5316456
2010,2,211.9205298
2010,3,213.3333333
2011,1,156.8627451
2011,2,201.2578616
2012,1,184.9710983
2012,2,190.4761905
2012,3,172.0430108
2013,1,231.884058
2013,2,231.884058
2013,3,266.6666667
2014,1,197.5308642
2014,2,216.2162162
2014,3,182.8571429
2015,1,195.1219512
2015,2,180.7909605
2015,3,192.7710843
2016,1,176.7955801
2016,2,179.7752809
2016,3,187.1345029
2017,1,173.9130435
2017,2,182.8571429
2017,3,198.757764
2018,1,200
2018,2,188.2352941
2018,3,223.7762238
2019,1,209.1503268
2019,2,166.6666667
2019,3,170.212766
2020,1,266.6666667
2020,2,253.968254
2020,3,240.6015038
2021,1,178.7709497
2021,2,164.9484536
2021,3,210.5263158
2022,1,230.2158273
2022,2,205.1282051
2022,3,248.0620155
2023,1,211.9205298
2023,2,217.6870748
2023,3,202.5316456
2024,1,196.3190184
2024,2,220.6896552
2024,3,190.4761905
2025,1,228.5714286
2025,2,197.5308642
2025,3,211.9205298
2026,1,213.3333333
2026,2,220.6896552
2026,3,226.9503546
2027,1,193.9393939
2027,2,231.884058
2027,3,220.6896552
2028,1,205.1282051
2028,2,195.1219512
2028,3,191.6167665
2029,1,210.5263158
2029,2,202.5316456
2029,3,206.4516129
2030,1,201.2578616
2030,2,231.884058
2030,3,201.2578616
2031,1,197.5308642
2031,2,217.6870748
2031,3,184.9710983
2032,1,171.1229947
2032,2,169.3121693
2032,3,152.3809524
2033,1,216.2162162
2033,2,189.3491124
2033,3,228.5714286
2034,1,181.8181818
2034,2,202.5316456
2034,3,181.8181818
2035,1,196.3190184
2035,2,206.4516129
2035,3,169.3121693
2036,1,226.9503546
2036,2,226.9503546
2036,3,201.2578616
2037,1,233.5766423
2037,2,230.2158273
2037,3,237.037037
2038,1,192.7710843
2038,2,197.5308642
2038,3,190.4761905
2039,1,155.3398058
2039,2,188.2352941
2039,3,205.1282051
2040,1,201.2578616
2040,2,205.1282051
2040,3,190.4761905
2041,1,206.4516129
2041,2,220.6896552
2041,3,192.7710843
2042,1,192.7710843
2042,2,198.757764
2042,3,162.4365482
2043,1,253.968254
2043,2,240.6015038
2043,3,238.8059701
2044,1,202.5316456
2044,2,182.8571429
2044,3,186.0465116
2045,1,191.6167665
2045,2,189.3491124
2045,3,210.5263158
2047,1,214.7651007
2047,2,206.4516129
2047,3,210.5263158
2048,1,220.6896552
2048,2,222.2222222
2048,3,219.1780822
2049,1,207.7922078
2049,2,190.4761905
2049,3,176.7955801
2050,1,266.6666667
2050,2,179.7752809
2050,3,162.4365482
2051,1,173.9130435
2051,2,174.863388
2051,3,153.1100478
2052,1,214.7651007
2052,2,237.037037
2052,3,244.2748092
2053,1,186.0465116
2053,2,181.8181818
2053,3,195.1219512
2054,1,170.212766
2054,2,174.863388
2054,3,184.9710983
2055,1,211.9205298
2055,2,171.1229947
2055,3,186.0465116
2056,1,230.2158273
2056,2,223.7762238
2056,3,251.9685039
2057,1,161.6161616
2057,2,192.7710843
2057,3,222.2222222
2058,1,196.3190184
2058,2,207.7922078
2058,3,198.757764
2059,1,201.2578616
2059,2,175.8241758
2059,3,196.3190184
2060,1,172.0430108
2060,2,207.7922078
2060,3,190.4761905
2061,1,211.9205298
2061,2,177.7777778
2061,3,164.1025641
2062,1,210.5263158
2062,2,193.9393939
2062,3,193.9393939
2063,1,196.3190184
2063,2,211.9205298
2063,3,190.4761905
2064,1,176.7955801
2064,2,195.1219512
2064,3,219.1780822
2065,1,201.2578616
2065,2,205.1282051
2065,3,192.7710843
2066,1,228.5714286
2066,2,222.2222222
2066,3,244.2748092
2067,1,173.9130435
2067,2,231.884058
2067,3,200
2068,1,150.2347418
2068,2,183.908046
2068,3,167.539267
2070,1,176.7955801
2070,2,175.8241758
2070,3,197.5308642
2071,1,216.2162162
2071,2,228.5714286
2071,3,190.4761905
2072,1,191.6167665
2072,2,231.884058
2072,3,173.9130435
2073,1,209.1503268
2073,2,207.7922078
2073,3,207.7922078
2074,1,170.212766
2074,2,179.7752809
2074,3,175.8241758
2075,1,176.7955801
2075,2,191.6167665
2075,3,186.0465116
2076,1,235.2941176
2076,2,230.2158273
2076,3,251.9685039
2077,1,244.2748092
2077,2,248.0620155
2077,3,228.5714286
2078,1,222.2222222
2078,2,214.7651007
2078,3,210.5263158
2079,1,205.1282051
2079,2,242.4242424
2079,3,217.6870748
2080,1,184.9710983
2080,2,193.9393939
2080,3,200
2081,1,207.7922078
2081,2,201.2578616
2081,3,235.2941176
2082,1,168.4210526
2082,2,153.8461538
2082,3,151.6587678
2083,1,164.9484536
2083,2,192.7710843
2083,3,207.7922078
2084,1,152.3809524
2084,2,160
2084,3,161.6161616
2085,1,150.9433962
2085,2,207.7922078
2085,3,201.2578616
2086,1,220.6896552
2086,2,145.4545455
2086,3,152.3809524
2087,1,264.4628099
2087,2,301.8867925
2087,3,256
2088,1,186.0465116
2088,2,203.8216561
2088,3,188.2352941
2089,1,169.3121693
2089,2,153.8461538
2089,3,168.4210526
2090,1,235.2941176
2090,2,214.7651007
2090,3,210.5263158
2091,1,207.7922078
2091,2,207.7922078
2091,3,244.2748092
2092,1,230.2158273
2092,2,237.037037
2092,3,233.5766423
2093,1,162.4365482
2093,2,188.2352941
2093,3,181.8181818
2094,1,251.9685039
2094,2,193.9393939
2094,3,228.5714286
2095,1,201.2578616
2095,2,251.9685039
2095,3,209.1503268
2096,1,200
2096,2,211.9205298
2096,3,200
2097,1,214.7651007
2097,2,228.5714286
2097,3,193.9393939
2098,1,206.4516129
2098,2,268.907563
2098,3,211.9205298
2099,1,228.5714286
2099,2,207.7922078
2099,3,230.2158273
2100,1,164.9484536
2100,2,217.6870748
2100,3,201.2578616
2101,1,209.1503268
2101,2,240.6015038
2101,3,184.9710983
2102,1,210.5263158
2102,2,198.757764
2102,3,185.5072464
2103,2,172.0430108
2103,3,164.1025641
2104,1,219.1780822
2104,2,220.6896552
2104,3,219.1780822
2105,1,168.4210526
2105,2,188.2352941
2105,3,172.0430108
2106,1,230.2158273
2106,2,280.7017544
2106,3,268.907563
2107,1,222.2222222
2107,2,231.884058
2107,3,246.1538462
2108,1,181.8181818
2108,2,171.1229947
2108,3,179.7752809
2109,1,205.1282051
2109,2,228.5714286
2109,3,214.7651007
2110,1,213.3333333
2110,2,225.3521127
2110,3,200
2111,1,217.6870748
2111,2,206.4516129
2111,3,184.9710983
2112,1,198.757764
2112,2,165.8031088
2112,3,160
2113,1,190.4761905
2113,2,179.7752809
2113,3,186.0465116
2114,1,248.0620155
2114,2,248.0620155
2114,3,197.5308642
2115,1,189.3491124
2115,2,223.7762238
2115,3,182.8571429
2116,1,192.7710843
2116,2,180.7909605
2116,3,182.8571429
2117,1,196.3190184
2117,2,189.3491124
2117,3,205.1282051
2118,1,172.0430108
2118,2,182.8571429
2118,3,203.8216561
2119,1,198.757764
2119,2,203.8216561
2119,3,190.4761905
2120,1,210.5263158
2120,2,214.7651007
2120,3,163.2653061
2121,1,251.9685039
2121,2,193.9393939
2121,3,178.7709497
2122,1,198.757764
2122,2,213.3333333
2122,3,205.1282051
2123,1,211.9205298
2123,2,206.4516129
2123,3,226.9503546
2124,1,210.5263158
2124,2,220.6896552
2124,3,228.5714286
2125,1,186.0465116
2125,2,174.863388
2125,3,163.2653061
2126,1,201.2578616
2126,2,262.295082
2126,3,222.2222222
2127,1,172.972973
2127,2,175.8241758
2127,3,177.7777778
2128,1,167.539267
2128,2,193.9393939
2128,3,193.9393939
2129,1,192.7710843
2129,2,188.2352941
2129,3,187.1345029
2130,1,225.3521127
2130,2,209.1503268
2130,3,242.4242424
2131,1,202.5316456
2131,2,288.2882883
2131,3,290.9090909
2132,1,187.1345029
2132,2,195.1219512
2132,3,169.3121693
2133,1,228.5714286
2133,2,209.1503268
2133,3,213.3333333
2134,1,193.9393939
2134,2,209.1503268
2134,3,198.757764
2135,1,190.4761905
2135,2,172.972973
2135,3,172.0430108
2136,1,213.3333333
2136,2,196.3190184
2136,3,201.2578616
2137,1,144.1441441
2137,2,197.5308642
2138,1,170.212766
2138,2,196.3190184
2138,3,171.1229947
2139,1,195.1219512
2139,2,168.4210526
2139,3,166.6666667
2140,1,160.8040201
2140,2,154.589372
2140,3,136.7521368
2141,1,230.2158273
2141,2,217.6870748
2141,3,202.5316456
2142,1,253.968254
2142,2,211.9205298
2142,3,213.3333333
2143,1,171.1229947
2143,2,184.9710983
2143,3,182.8571429
2144,1,201.2578616
2144,2,210.5263158
2144,3,192.7710843
2145,1,179.7752809
2145,2,148.1481481
2145,3,175.8241758
2146,1,207.7922078
2146,2,237.037037
2146,3,182.8571429
2147,1,195.1219512
2147,2,211.9205298
2147,3,189.3491124
2148,1,235.2941176
2148,2,197.5308642
2149,1,172.0430108
2149,2,196.3190184
2149,3,177.7777778
2150,1,166.6666667
2150,2,150.9433962
2150,3,169.3121693
2151,1,179.7752809
2151,2,174.863388
2151,3,210.5263158
2152,1,196.3190184
2152,2,184.9710983
2152,3,237.037037
2153,1,170.212766
2153,2,175.8241758
2153,3,198.757764
2154,1,214.7651007
2154,2,225.3521127
2154,3,219.1780822
2155,1,214.7651007
2155,2,207.7922078
2155,3,210.5263158
2156,1,160
2156,2,163.2653061
2156,3,174.863388
2157,1,283.1858407
2157,2,206.4516129
2157,3,186.0465116
2158,1,165.8031088
2158,2,178.7709497
2159,1,178.7709497
2159,2,183.908046
2159,3,268.907563
2160,1,278.2608696
2160,2,253.968254
2160,3,262.295082
2161,1,214.7651007
2161,2,207.7922078
2161,3,219.1780822
2162,1,210.5263158
2162,2,206.4516129
2162,3,205.1282051
2163,1,202.5316456
2163,2,178.7709497
2163,3,210.5263158
2164,1,155.3398058
2164,2,182.8571429
2164,3,155.3398058
2165,1,153.8461538
2165,2,158.4158416
2165,3,157.635468
2166,1,161.6161616
2166,2,192.7710843
2166,3,200
2167,1,275.862069
2167,2,209.1503268
2167,3,242.4242424
2168,1,177.7777778
2168,2,174.863388
2168,3,167.539267
2169,1,202.5316456
2169,2,190.4761905
2169,3,193.9393939
2170,1,202.5316456
2170,2,181.8181818
2170,3,223.7762238
2171,1,174.863388
2171,2,170.212766
2171,3,188.2352941
2172,1,192.7710843
2172,2,197.5308642
2172,3,184.9710983
2173,1,193.9393939
2173,2,189.3491124
2173,3,244.2748092
2174,1,201.2578616
2174,2,214.7651007
2174,3,171.1229947
2175,1,216.2162162
2175,2,225.3521127
2175,3,210.5263158
2176,1,246.1538462
2176,2,213.3333333
2176,3,220.6896552
2177,1,202.5316456
2177,2,216.2162162
2177,3,190.4761905
2178,1,214.7651007
2178,2,219.1780822
2178,3,219.1780822
2179,1,187.1345029
2179,2,163.2653061
2179,3,163.2653061
2180,1,288.2882883
2180,2,242.4242424
2180,3,210.5263158
2181,1,182.8571429
2181,2,181.8181818
2181,3,213.3333333
2182,1,235.2941176
2182,2,210.5263158
2182,3,201.2578616
2183,1,217.6870748
2183,2,192.7710843
2183,3,196.3190184
2184,1,244.2748092
2184,2,201.2578616
2184,3,213.3333333
2185,1,191.6167665
2185,2,213.3333333
2185,3,189.3491124
2186,1,187.1345029
2186,2,164.9484536
2186,3,162.4365482
2187,1,266.6666667
2187,2,253.968254
2187,3,266.6666667
2188,1,230.2158273
2188,2,237.037037
2188,3,179.7752809
2189,1,258.0645161
2189,2,238.8059701
2189,3,258.0645161
2190,1,250
2190,2,222.2222222
2190,3,187.1345029
2191,1,210.5263158
2191,2,177.7777778
2191,3,222.2222222
2192,1,220.6896552
2192,2,190.4761905
2192,3,207.7922078
2194,1,182.8571429
2194,2,198.757764
2194,3,191.6167665
2195,1,193.9393939
2195,2,213.3333333
2195,3,213.3333333
2196,1,197.5308642
2196,2,171.1229947
2196,3,202.5316456
2197,1,167.539267
2197,2,198.757764
2197,3,168.4210526
2198,1,158.4158416
2198,2,172.972973
2198,3,176.7955801
2199,1,188.2352941
2199,2,214.7651007
2199,3,197.5308642
2200,1,203.8216561
2200,2,216.2162162
2200,3,195.1219512
2201,1,171.1229947
2201,2,190.4761905
2201,3,173.9130435
2202,1,193.9393939
2202,2,205.1282051
2202,3,189.3491124
2203,1,206.4516129
2203,2,192.7710843
2203,3,205.1282051
2204,1,214.7651007
2204,2,190.4761905
2204,3,151.6587678
2205,1,171.1229947
2205,2,203.8216561
2205,3,171.1229947
2206,1,178.7709497
2206,2,207.7922078
2206,3,201.2578616
2207,1,213.3333333
2207,2,200
2207,3,216.2162162
2208,1,196.3190184
2208,2,164.9484536
2208,3,205.1282051
2210,1,197.5308642
2210,2,207.7922078
2210,3,179.7752809
2211,1,214.7651007
2211,2,211.9205298
2211,3,181.8181818
2212,1,198.757764
2212,2,183.908046
2212,3,189.3491124
2213,1,211.9205298
2213,2,162.4365482
2213,3,192.7710843
2214,1,278.2608696
2214,2,184.9710983
2214,3,217.6870748
2215,1,207.7922078
2215,2,206.4516129
2215,3,167.539267
2216,1,189.3491124
2216,2,177.7777778
2216,3,166.6666667
2217,1,198.757764
2217,2,192.7710843
2217,3,195.1219512
2218,1,193.9393939
2218,2,205.1282051
2218,3,225.3521127
2219,1,195.1219512
2219,2,213.3333333
2219,3,216.2162162
2220,1,152.3809524
2220,2,179.7752809
2220,3,190.4761905
2221,1,159.2039801
2221,2,174.863388
2221,3,187.1345029
2222,1,177.7777778
2222,2,169.3121693
2222,3,165.8031088
2223,1,209.1503268
2223,2,223.7762238
2223,3,242.4242424
2224,1,180.7909605
2224,2,240.6015038
2224,3,223.7762238
2225,1,256
2225,2,175.8241758
2225,3,170.212766
2226,1,253.968254
2226,2,250
2226,3,238.8059701
2227,1,195.1219512
2227,2,189.3491124
2227,3,197.5308642
2228,1,235.2941176
2228,2,183.908046
2228,3,183.908046
2229,1,216.2162162
2229,2,200
2229,3,195.1219512
2230,1,189.3491124
2230,2,235.2941176
2230,3,207.7922078
2231,1,191.6167665
2231,2,217.6870748
2231,3,207.7922078
2232,1,201.2578616
2232,2,217.6870748
2232,3,231.884058
2233,1,283.1858407
2233,2,283.1858407
2233,3,244.2748092
2234,1,195.1219512
2234,2,240.6015038
2234,3,198.757764
2235,1,172.972973
2235,2,186.0465116
2235,3,183.908046
2236,1,198.757764
2236,2,211.9205298
2236,3,203.8216561
2237,1,231.884058
2237,2,153.1100478
2237,3,275.862069
2238,1,184.9710983
2238,2,187.1345029
2238,3,174.863388
2239,1,228.5714286
2239,2,262.295082
2239,3,220.6896552
2240,1,210.5263158
2240,2,220.6896552
2240,3,250
2241,1,183.908046
2241,2,191.6167665
2241,3,203.8216561
2242,1,198.757764
2242,2,203.8216561
2242,3,216.2162162
2243,1,183.908046
2243,2,186.0465116
2243,3,209.1503268
2244,1,209.1503268
2244,2,244.2748092
2244,3,222.2222222
2245,1,207.7922078
2245,2,264.4628099
2245,3,203.8216561
2246,1,191.6167665
2246,2,203.8216561
2247,1,214.7651007
2247,2,201.2578616
2247,3,225.3521127
2248,1,175.8241758
2248,2,198.757764
2248,3,181.8181818
2249,1,210.5263158
2249,2,202.5316456
2249,3,206.4516129
2250,1,213.3333333
2250,2,266.6666667
2250,3,244.2748092
2251,1,162.0253165
2251,2,151.6587678
2251,3,191.6167665
2252,1,205.1282051
2252,2,217.6870748
2252,3,209.1503268
2253,1,182.8571429
2253,2,197.5308642
2253,3,184.9710983
2254,1,160.8040201
2254,2,205.1282051
2254,3,183.908046
2255,1,182.8571429
2255,2,190.4761905
2255,3,184.9710983
2256,1,231.884058
2256,2,205.1282051
2256,3,193.9393939
2257,1,178.7709497
2257,2,175.8241758
2257,3,180.7909605
2258,1,198.757764
2258,2,205.1282051
2258,3,196.3190184
2259,1,237.037037
2259,2,240.6015038
2259,3,240.6015038
2260,1,203.8216561
2260,2,186.0465116
2260,3,228.5714286
2261,1,188.2352941
2261,2,189.3491124
2261,3,163.2653061
2262,1,206.4516129
2262,2,197.5308642
2262,3,207.7922078
2263,1,203.8216561
2263,2,230.2158273
2263,3,177.7777778
2264,1,177.7777778
2264,2,203.8216561
2264,3,210.5263158
2265,1,170.212766
2265,2,195.1219512
2265,3,190.4761905
2266,1,190.4761905
2266,2,166.6666667
2266,3,189.3491124
2267,1,202.5316456
2267,2,174.863388
2267,3,196.3190184
2268,1,219.1780822
2268,2,190.4761905
2268,3,213.3333333
2269,1,201.2578616
2269,2,176.7955801
2269,3,278.2608696
2270,1,156.8627451
2270,2,158.4158416
2270,3,155.3398058
2271,1,177.7777778
2271,2,165.8031088
2271,3,181.8181818
2272,1,213.3333333
2272,2,235.2941176
2272,3,206.4516129
2273,1,184.9710983
2273,2,213.3333333
2273,3,186.0465116
2274,1,192.7710843
2274,2,195.1219512
2274,3,207.7922078
2275,1,172.0430108
2275,2,203.8216561
2275,3,187.1345029
2276,1,201.2578616
2276,2,209.1503268
2276,3,181.8181818
2277,1,172.972973
2277,2,181.8181818
2277,3,175.8241758
2278,1,189.3491124
2278,2,190.4761905
2278,3,178.7709497
2279,1,216.2162162
2279,2,220.6896552
2279,3,235.2941176
2280,1,211.9205298
2280,2,225.3521127
2280,3,202.5316456
2281,1,203.8216561
2281,2,198.757764
2281,3,190.4761905
2282,1,178.7709497
2282,2,210.5263158
2282,3,201.2578616
2283,1,230.2158273
2283,2,211.9205298
2283,3,206.4516129
2284,1,206.4516129
2284,2,222.2222222
2284,3,238.8059701
2285,1,205.1282051
2285,2,184.9710983
2285,3,178.7709497
2286,1,237.037037
2286,2,237.037037
2286,3,203.8216561
2287,1,220.6896552
2287,2,251.9685039
2287,3,192.7710843
2288,1,201.2578616
2288,2,171.1229947
2288,3,189.3491124
2289,1,193.9393939
2289,2,166.6666667
2289,3,219.1780822
2290,1,195.1219512
2290,2,202.5316456
2290,3,203.8216561
2291,1,198.757764
2291,2,201.2578616
2291,3,198.757764
2292,1,174.863388
2292,2,192.7710843
2292,3,242.4242424
2293,1,205.1282051
2293,2,180.7909605
2293,3,189.3491124
2294,1,246.1538462
2294,2,214.7651007
2294,3,233.5766423
2295,1,166.6666667
2295,2,211.9205298
2295,3,189.3491124
2296,1,196.3190184
2296,2,193.9393939
2296,3,202.5316456
2297,1,217.6870748
2297,2,275.862069
2297,3,196.3190184
2298,1,167.539267
2298,2,166.6666667
2298,3,159.2039801
2299,1,206.4516129
2299,2,175.3424658
2299,3,178.7709497
2300,1,187.1345029
2300,2,196.3190184
2300,3,198.757764
2301,1,217.6870748
2301,2,235.2941176
2301,3,230.2158273
2302,1,176.7955801
2302,2,162.4365482
2302,3,174.863388
2303,1,222.2222222
2303,2,220.6896552
2303,3,273.5042735
2304,1,209.1503268
2304,2,246.1538462
2304,3,242.4242424
2305,1,158.4158416
2305,2,213.3333333
2305,3,193.9393939
2306,1,202.5316456
2306,2,313.7254902
2306,3,240.6015038
2307,1,192.7710843
2307,2,175.8241758
2307,3,216.2162162
2308,1,203.8216561
2308,2,172.0430108
2308,3,216.2162162
2309,1,183.908046
2309,2,166.6666667
2309,3,187.1345029
2310,1,188.2352941
2310,2,202.5316456
2310,3,176.7955801
2311,1,186.0465116
2311,2,200
2311,3,219.1780822
2312,1,176.7955801
2312,2,201.2578616
2312,3,248.0620155
2313,1,173.9130435
2313,2,181.8181818
2313,3,154.589372
2314,1,240.6015038
2314,2,240.6015038
2314,3,219.1780822
2315,1,244.2748092
2315,2,203.8216561
2315,3,233.5766423
2316,1,226.9503546
2316,2,207.7922078
2316,3,205.1282051
2317,1,206.4516129
2317,1,210.5263158
2317,2,217.6870748
2317,3,222.2222222
2318,1,187.1345029
2318,2,225.3521127
2318,3,222.2222222
2319,1,233.5766423
2319,2,210.5263158
2319,3,147.4654378
2320,1,167.539267
2320,2,197.5308642
2320,3,258.0645161